rank,finalWorth,category,personName,age,country,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,date,birthYear,birthMonth,birthDay,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,total_tax_rate_country,population_country
2259,1200,Technology,Jonathan Oringer,49,United States,Stock photos,Technology,United States,True,D,M,1974-05-02 00:00:00,4/4/2023 5:01,1974.0,5.0,2.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,Vitaly Orlov,58,Russia,Fisheries,Food & Beverage,Russia,True,R,M,1965-01-01 00:00:00,4/4/2023 5:01,1965.0,1.0,1.0,-2147483648,82,103,47,144373535
2259,1200,Real Estate,Jose Isaac Peres & family,83,Brazil,Shopping malls,Real Estate,Brazil,True,U,M,1940-07-18 00:00:00,4/4/2023 5:01,1940.0,7.0,18.0,-2147483648,52,116,66,212559417
2259,1200,Media & Entertainment,Markus Persson,44,Sweden,Computer games,Media & Entertainment,Sweden,True,D,M,1979-06-01 00:00:00,4/4/2023 5:01,1979.0,6.0,1.0,-2147483648,67,127,50,10285453
2259,1200,Technology,Mark Pincus,57,United States,Online games,Technology,United States,True,D,M,1966-02-13 00:00:00,4/4/2023 5:01,1966.0,2.0,13.0,-2147483648,89,102,37,328239523
2259,1200,Diversified,Murdaya Poo,82,Indonesia,Diversified,Diversified,Indonesia,False,E,M,1941-01-12 00:00:00,4/4/2023 5:01,1941.0,1.0,12.0,-2147483648,37,107,31,270203917
2259,1200,Healthcare,Forrest Preston,90,United States,Health care,Healthcare,United States,True,D,M,1933-03-22 00:00:00,4/4/2023 5:01,1933.0,3.0,22.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,Qian Ying,57,China,Pig breeding,Food & Beverage,China,True,D,F,1966-01-01 00:00:00,4/4/2023 5:01,1966.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Jimmy Rane,77,United States,Lumber,Manufacturing,United States,True,N,M,1946-09-15 00:00:00,4/4/2023 5:01,1946.0,9.0,15.0,-2147483648,89,102,37,328239523
2259,1200,Finance & Investments,Andrei Rappoport,60,Switzerland,Investments,Finance & Investments,Russia,True,E,M,1963-06-22 00:00:00,4/4/2023 5:01,1963.0,6.0,22.0,-2147483648,60,106,29,8574832
2259,1200,Food & Beverage,Hugo Ribeiro & family,61,Brazil,Agribusiness,Food & Beverage,Brazil,False,Split Family Fortune,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,52,116,66,212559417
2259,1200,Finance & Investments,Bennett Rosenthal,60,United States,Finance,Finance & Investments,United States,True,N,M,1963-09-24 00:00:00,4/4/2023 5:01,1963.0,9.0,24.0,-2147483648,89,102,37,328239523
2259,1200,Real Estate,Atul Ruia,52,India,Real estate,Real Estate,India,False,N,M,1971-02-26 00:00:00,4/4/2023 5:01,1971.0,2.0,26.0,-2147483648,29,113,50,1366417754
2259,1200,Finance & Investments,Thomas Sandell,62,United Kingdom,Hedge funds,Finance & Investments,Sweden,True,D,M,1961-02-01 00:00:00,4/4/2023 5:01,1961.0,2.0,1.0,-2147483648,60,102,31,66834405
2259,1200,Food & Beverage,Francesco Saputo,61,Canada,Cheese,Food & Beverage,Canada,False,N,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,69,101,25,36991981
2259,1200,Construction & Engineering,Dhruv Sawhney,79,United Arab Emirates,"Engineering, sugar",Construction & Engineering,India,False,U,M,1944-06-26 00:00:00,4/4/2023 5:01,1944.0,6.0,26.0,-2147483648,37,109,16,9770529
2259,1200,Finance & Investments,Gerald Schwartz,82,Canada,Finance,Finance & Investments,Canada,True,D,M,1941-11-24 00:00:00,4/4/2023 5:01,1941.0,11.0,24.0,-2147483648,69,101,25,36991981
2259,1200,Fashion & Retail,Antonio Luiz Seabra,80,United Kingdom,Cosmetics,Fashion & Retail,Brazil,True,D,M,1943-01-01 00:00:00,4/4/2023 5:01,1943.0,1.0,1.0,-2147483648,60,102,31,66834405
2259,1200,Technology,Eric Ya Shen,52,China,Online apparel retail,Technology,China,True,R,M,1971-01-01 00:00:00,4/4/2023 5:01,1971.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Technology,Sytse 'Sid' Sijbrandij,44,United States,Software,Technology,Netherlands,True,N,M,1979-08-01 00:00:00,4/4/2023 5:01,1979.0,8.0,1.0,-2147483648,89,102,37,328239523
2259,1200,Automotive,Alexander Sixt,44,Germany,Car rentals,Automotive,Germany,False,D,M,1979-10-24 00:00:00,4/4/2023 5:01,1979.0,10.0,24.0,-2147483648,71,104,49,83132799
2259,1200,Automotive,Konstantin Sixt,41,Germany,Car rentals,Automotive,Germany,False,D,M,1982-12-02 00:00:00,4/4/2023 5:01,1982.0,12.0,2.0,-2147483648,71,104,49,83132799
2259,1200,Energy,Edwin Soeryadjaya,74,Indonesia,"Coal, investments",Energy,Indonesia,False,D,M,1949-07-17 00:00:00,4/4/2023 5:01,1949.0,7.0,17.0,-2147483648,37,107,31,270203917
2259,1200,Healthcare,Abhay Soi,50,India,Healthcare,Healthcare,India,True,N,M,1973-08-19 00:00:00,4/4/2023 5:01,1973.0,8.0,19.0,-2147483648,29,113,50,1366417754
2259,1200,Technology,Mike Speiser,52,United Kingdom,Software,Technology,United States,True,U,M,1971-01-25 00:00:00,4/4/2023 5:01,1971.0,1.0,25.0,-2147483648,60,102,31,66834405
2259,1200,Construction & Engineering,Marco Squinzi,52,Italy,Chemical products,Construction & Engineering,Italy,False,D,M,1971-09-23 00:00:00,4/4/2023 5:01,1971.0,9.0,23.0,-2147483648,62,102,60,60297396
2259,1200,Construction & Engineering,Veronica Squinzi,51,Italy,Chemical products,Construction & Engineering,Italy,False,D,F,1972-01-01 00:00:00,4/4/2023 5:01,1972.0,1.0,1.0,-2147483648,62,102,60,60297396
2259,1200,Finance & Investments,Michael Steinhardt,83,United States,Hedge funds,Finance & Investments,United States,True,E,M,1940-12-07 00:00:00,4/4/2023 5:01,1940.0,12.0,7.0,-2147483648,89,102,37,328239523
2259,1200,Technology,Ion Stoica,58,United States,Data analytics,Technology,Romania,True,D,M,1965-02-12 00:00:00,4/4/2023 5:01,1965.0,2.0,12.0,-2147483648,89,102,37,328239523
2259,1200,Metals & Mining,Eddy Sugianto,77,Indonesia,Coal,Metals & Mining,Indonesia,True,N,M,1946-02-11 00:00:00,4/4/2023 5:01,1946.0,2.0,11.0,-2147483648,37,107,31,270203917
2259,1200,Manufacturing,Luc Tack,62,Belgium,"Textile, chemicals",Manufacturing,Belgium,True,E,M,1961-09-01 00:00:00,4/4/2023 5:01,1961.0,9.0,1.0,-2147483648,80,104,56,11484055
2259,1200,Food & Beverage,Tony Tan Caktiong,70,Philippines,Food,Food & Beverage,Philippines,True,D,M,1953-01-05 00:00:00,4/4/2023 5:01,1953.0,1.0,5.0,-2147483648,36,108,44,108116615
2259,1200,Manufacturing,Xiuguo Tang,60,China,Manufacturing,Manufacturing,China,True,U,M,1963-08-25 00:00:00,4/4/2023 5:01,1963.0,8.0,25.0,-2147483648,51,101,60,1397715000
2259,1200,Real Estate,Sam Tarascio,79,Australia,Real estate,Real Estate,Australia,True,E,M,1944-07-22 00:00:00,4/4/2023 5:01,1944.0,7.0,22.0,-2147483648,114,101,48,25766605
2259,1200,Finance & Investments,Lina Tombolato,76,Italy,Financial services,Finance & Investments,Italy,False,D,F,1947-07-28 00:00:00,4/4/2023 5:01,1947.0,7.0,28.0,-2147483648,62,102,60,60297396
2259,1200,Manufacturing,Ching Bor Tung,60,China,Manufacturing,Manufacturing,China,True,D,M,1963-01-01 00:00:00,4/4/2023 5:01,1963.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Media & Entertainment,Joop van den Ende,81,Netherlands,TV shows,Media & Entertainment,Netherlands,True,D,M,1942-02-23 00:00:00,4/4/2023 5:01,1942.0,2.0,23.0,-2147483648,85,105,42,17332850
2259,1200,Finance & Investments,Ruben Vardanyan & family,55,Armenia,Investment banking,Finance & Investments,Armenia,True,R,M,1968-05-25 00:00:00,4/4/2023 5:01,1968.0,5.0,25.0,-2147483648,55,93,23,2957731
2259,1200,Fashion & Retail,Sandro Veronesi & family,64,Italy,Fashion,Fashion & Retail,Italy,True,D,M,1959-10-18 00:00:00,4/4/2023 5:01,1959.0,10.0,18.0,-2147483648,62,102,60,60297396
2259,1200,Real Estate,Thongma Vijitpongpun,66,Thailand,Real estate,Real Estate,Thailand,True,E,M,1957-07-08 00:00:00,4/4/2023 5:01,1957.0,7.0,8.0,-2147483648,50,100,30,69625582
2259,1200,Finance & Investments,Thomas von Koch,57,Hong Kong,Asset management,Finance & Investments,Sweden,True,D,M,1966-03-24 00:00:00,4/4/2023 5:01,1966.0,3.0,24.0,-2147483648,68,103,44,507454841
2259,1200,Healthcare,Wang Fuji,61,China,Pharmaceuticals,Healthcare,China,True,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Wang Shih-Chung,61,Taiwan,Pneumatic equipments,Manufacturing,Taiwan,True,N,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,68,103,44,507454841
2259,1200,Manufacturing,Wang Xiaoshen,55,China,Lithium,Manufacturing,China,True,D,M,1968-10-01 00:00:00,4/4/2023 5:01,1968.0,10.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Diversified,J. Wayne Weaver,88,United States,Shoes,Diversified,United States,True,E,M,1935-09-01 00:00:00,4/4/2023 5:01,1935.0,9.0,1.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,Drorit Wertheim,67,Israel,Coca Cola Israel,Food & Beverage,Israel,False,D,F,1956-01-01 00:00:00,4/4/2023 5:01,1956.0,1.0,1.0,-2147483648,64,105,26,9053300
2259,1200,Finance & Investments,Cameron Winklevoss,42,United States,Cryptocurrency,Finance & Investments,United States,True,D,M,1981-08-21 00:00:00,4/4/2023 5:01,1981.0,8.0,21.0,-2147483648,89,102,37,328239523
2259,1200,Finance & Investments,Tyler Winklevoss,42,United States,Cryptocurrency,Finance & Investments,United States,True,D,M,1981-08-21 00:00:00,4/4/2023 5:01,1981.0,8.0,21.0,-2147483648,89,102,37,328239523
2259,1200,Manufacturing,Wu Chung-yi,68,Taiwan,Manufacturing,Manufacturing,Taiwan,False,E,M,1955-07-01 00:00:00,4/4/2023 5:01,1955.0,7.0,1.0,-2147483648,68,103,44,507454841
2259,1200,Finance & Investments,Eugene Wu,78,Taiwan,Finance,Finance & Investments,Taiwan,False,D,M,1945-05-03 00:00:00,4/4/2023 5:01,1945.0,5.0,3.0,-2147483648,68,103,44,507454841
2259,1200,Fashion & Retail,Wu Yonghua,52,China,Apparel,Fashion & Retail,China,True,U,M,1971-01-01 00:00:00,4/4/2023 5:01,1971.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Xia Xinde,59,China,Batteries,Manufacturing,China,True,U,M,1964-10-15 00:00:00,4/4/2023 5:01,1964.0,10.0,15.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Wenbo Xiang,61,China,Manufacturing,Manufacturing,China,True,D,M,1962-06-21 00:00:00,4/4/2023 5:01,1962.0,6.0,21.0,-2147483648,51,101,60,1397715000
2259,1200,Food & Beverage,Xu Jin,58,China,Wine,Food & Beverage,China,True,D,M,1965-01-24 00:00:00,4/4/2023 5:01,1965.0,1.0,24.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Xu Shijun & family,60,China,Manufacturing,Manufacturing,China,True,D,M,1963-03-01 00:00:00,4/4/2023 5:01,1963.0,3.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Service,Wanmao Xu,78,China,Education,Service,China,True,D,M,1945-01-01 00:00:00,4/4/2023 5:01,1945.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Xu Yuejuan,61,China,Petro Fibre,Manufacturing,China,True,D,F,1962-01-24 00:00:00,4/4/2023 5:01,1962.0,1.0,24.0,-2147483648,51,101,60,1397715000
2259,1200,Healthcare,Vadim Yakunin,60,Russia,Pharmacy,Healthcare,Russia,True,R,M,1963-01-05 00:00:00,4/4/2023 5:01,1963.0,1.0,5.0,-2147483648,82,103,47,144373535
2259,1200,Fashion & Retail,Yang Yunyun,46,China,Retail,Fashion & Retail,China,True,R,F,1977-01-01 00:00:00,4/4/2023 5:01,1977.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Technology,Matei Zaharia,38,United States,Data analytics,Technology,Romania,True,D,M,1985-04-21 00:00:00,4/4/2023 5:01,1985.0,4.0,21.0,-2147483648,89,102,37,328239523
2259,1200,Diversified,Zan Shengda,60,China,Diversified,Diversified,China,True,D,M,1963-04-02 00:00:00,4/4/2023 5:01,1963.0,4.0,2.0,-2147483648,51,101,60,1397715000
2259,1200,Technology,Zhang Xuezheng,48,China,Telecom,Technology,China,True,D,M,1975-06-01 00:00:00,4/4/2023 5:01,1975.0,6.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Zhang Yin,66,China,Paper manufacturing,Manufacturing,China,True,D,F,1957-02-01 00:00:00,4/4/2023 5:01,1957.0,2.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Healthcare,Ning Zhao,56,China,Pharmaceuticals,Healthcare,United States,True,Split Family Fortune,F,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Zhou Wen & family,58,China,Chemicals,Manufacturing,China,True,U,M,1965-03-06 00:00:00,4/4/2023 5:01,1965.0,3.0,6.0,-2147483648,51,101,60,1397715000
2259,1200,Construction & Engineering,Zhu Xingliang,64,China,Construction,Construction & Engineering,China,True,D,M,1959-05-01 00:00:00,4/4/2023 5:01,1959.0,5.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Fashion & Retail,Hari Krishan Agarwal,67,India,Sports shoes,Fashion & Retail,India,True,N,M,1956-04-05 00:00:00,4/4/2023 5:01,1956.0,4.0,5.0,-2147483648,29,113,50,1366417754
2405,1100,Energy,Farkhad Akhmedov,68,Russia,Investments,Energy,Russia,True,D,M,1955-09-15 00:00:00,4/4/2023 5:01,1955.0,9.0,15.0,-2147483648,82,103,47,144373535
2405,1100,Healthcare,Prem Kumar Arora,85,United States,Pharmaceuticals,Healthcare,India,False,N,M,1938-09-11 00:00:00,4/4/2023 5:01,1938.0,9.0,11.0,-2147483648,89,102,37,328239523
2405,1100,Finance & Investments,Joseph Bae,51,United States,Private equity,Finance & Investments,United States,True,N,M,1972-01-12 00:00:00,4/4/2023 5:01,1972.0,1.0,12.0,-2147483648,89,102,37,328239523
2405,1100,Food & Beverage,Abigail Bennett,43,United States,Liquor,Food & Beverage,United States,False,Split Family Fortune,F,1980-12-27 00:00:00,4/4/2023 5:01,1980.0,12.0,27.0,-2147483648,89,102,37,328239523
2405,1100,Fashion & Retail,Sara Blakely,52,United States,Spanx,Fashion & Retail,United States,True,E,F,1971-02-27 00:00:00,4/4/2023 5:01,1971.0,2.0,27.0,-2147483648,89,102,37,328239523
2405,1100,Finance & Investments,Lloyd Blankfein,69,United States,Banking,Finance & Investments,United States,True,E,M,1954-09-20 00:00:00,4/4/2023 5:01,1954.0,9.0,20.0,-2147483648,89,102,37,328239523
2405,1100,Diversified,Henadiy Boholyubov,61,Ukraine,"Banking, investments",Diversified,Ukraine,True,E,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,83,99,46,44385155
2405,1100,Real Estate,Stephane Bonvin,56,Switzerland,Real estate,Real Estate,Switzerland,True,D,M,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,60,106,29,8574832
2405,1100,Diversified,Oleg Boyko,59,Switzerland,Diversified,Diversified,Russia,True,D,M,1964-09-28 00:00:00,4/4/2023 5:01,1964.0,9.0,28.0,-2147483648,60,106,29,8574832
2405,1100,Technology,Ryan Breslow,29,United States,E-commerce software,Technology,United States,True,D,M,1994-05-20 00:00:00,4/4/2023 5:01,1994.0,5.0,20.0,-2147483648,89,102,37,328239523
2405,1100,Fashion & Retail,Thomas Bruch,73,Germany,Retail,Fashion & Retail,Germany,False,D,M,1950-04-25 00:00:00,4/4/2023 5:01,1950.0,4.0,25.0,-2147483648,71,104,49,83132799
2405,1100,Technology,Marina Budiman,62,Indonesia,Data centers,Technology,Indonesia,True,D,F,1961-09-05 00:00:00,4/4/2023 5:01,1961.0,9.0,5.0,-2147483648,37,107,31,270203917
2405,1100,Food & Beverage,Pradip Burman,81,India,Consumer goods,Food & Beverage,India,False,D,M,1942-11-02 00:00:00,4/4/2023 5:01,1942.0,11.0,2.0,-2147483648,29,113,50,1366417754
2405,1100,Healthcare,Cai Hongbin,61,China,Pharmaceuticals,Healthcare,China,True,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Manufacturing,Cao Kejian,61,China,Air compressors,Manufacturing,China,True,E,M,1962-04-10 00:00:00,4/4/2023 5:01,1962.0,4.0,10.0,-2147483648,51,101,60,1397715000
2405,1100,Food & Beverage,Giuliana Caprotti,83,Italy,Supermarkets,Food & Beverage,Italy,False,D,F,1940-11-21 00:00:00,4/4/2023 5:01,1940.0,11.0,21.0,-2147483648,62,102,60,60297396
2405,1100,Food & Beverage,Marina Caprotti,45,Italy,Supermarkets,Food & Beverage,Italy,False,D,F,1978-01-17 00:00:00,4/4/2023 5:01,1978.0,1.0,17.0,-2147483648,62,102,60,60297396
2405,1100,Technology,Chang Jing,41,China,Technology,Technology,China,True,D,M,1982-08-01 00:00:00,4/4/2023 5:01,1982.0,8.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Healthcare,Chen Baohua,61,China,Pharmaceutical,Healthcare,China,True,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Energy,Gang Chen,55,China,Solar energy,Energy,China,True,D,M,1968-01-01 00:00:00,4/4/2023 5:01,1968.0,1.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Logistics,Liying Chen,48,China,Package delivery,Logistics,China,True,D,F,1975-10-30 00:00:00,4/4/2023 5:01,1975.0,10.0,30.0,-2147483648,51,101,60,1397715000
2405,1100,Technology,Tony Chen,74,Taiwan,Electronics,Technology,Taiwan,True,U,M,1949-07-01 00:00:00,4/4/2023 5:01,1949.0,7.0,1.0,-2147483648,68,103,44,507454841
2405,1100,Manufacturing,Chen Xueling,56,China,Stationery,Manufacturing,China,True,D,F,1967-10-16 00:00:00,4/4/2023 5:01,1967.0,10.0,16.0,-2147483648,51,101,60,1397715000
2405,1100,Food & Beverage,Cheng Lili,58,China,Poultry breeding,Food & Beverage,China,True,D,M,1965-01-01 00:00:00,4/4/2023 5:01,1965.0,1.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Technology,Cho Jyh-jer,61,United States,Semiconductors,Technology,Taiwan,True,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,102,37,328239523
2405,1100,Technology,Weili Dai,62,United States,Semiconductors,Technology,United States,True,D,F,1961-09-14 00:00:00,4/4/2023 5:01,1961.0,9.0,14.0,-2147483648,89,102,37,328239523
2405,1100,Food & Beverage,Carmen Daurella Aguilera,61,Spain,Coca-Cola bottler,Food & Beverage,Spain,False,R,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,103,47,47076781
2405,1100,Manufacturing,Deng Yingzhong,72,China,Paper,Manufacturing,China,True,D,M,1951-01-01 00:00:00,4/4/2023 5:01,1951.0,1.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Finance & Investments,Shlomo Eliahu,87,Israel,Insurance,Finance & Investments,Israel,True,D,M,1936-01-18 00:00:00,4/4/2023 5:01,1936.0,1.0,18.0,-2147483648,64,105,26,9053300
2405,1100,Finance & Investments,Henry Engelhardt,65,United Kingdom,Insurance,Finance & Investments,United States,True,D,M,1958-01-17 00:00:00,4/4/2023 5:01,1958.0,1.0,17.0,-2147483648,60,102,31,66834405
2405,1100,Service,Gabriel Escarrer,88,Spain,Hotels,Service,Spain,True,E,M,1935-03-02 00:00:00,4/4/2023 5:01,1935.0,3.0,2.0,-2147483648,89,103,47,47076781
2405,1100,Manufacturing,Daniel Feffer,64,Brazil,Pulp and paper,Manufacturing,Brazil,False,D,M,1959-10-28 00:00:00,4/4/2023 5:01,1959.0,10.0,28.0,-2147483648,52,116,66,212559417
2405,1100,Manufacturing,Ruben Feffer,61,Brazil,Pulp and paper,Manufacturing,Brazil,False,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,52,116,66,212559417
2405,1100,Telecom,Gleb Fetisov,57,Cyprus,Investments,Telecom,Russia,True,D,M,1966-06-05 00:00:00,4/4/2023 5:01,1966.0,6.0,5.0,-2147483648,76,100,23,1198575
2405,1100,Fashion & Retail,Paul Fireman,79,United States,Reebok,Fashion & Retail,United States,True,E,M,1944-02-14 00:00:00,4/4/2023 5:01,1944.0,2.0,14.0,-2147483648,89,102,37,328239523
2405,1100,Fashion & Retail,Robert Fisher,70,United States,Gap,Fashion & Retail,United States,False,D,M,1953-08-01 00:00:00,4/4/2023 5:01,1953.0,8.0,1.0,-2147483648,89,102,37,328239523
2405,1100,Fashion & Retail,Bernd Freier,66,Germany,Fashion retail,Fashion & Retail,Germany,True,D,M,1957-01-01 00:00:00,4/4/2023 5:01,1957.0,1.0,1.0,-2147483648,71,104,49,83132799
2405,1100,Manufacturing,Donald Friese,83,United States,Manufacturing,Manufacturing,United States,True,E,M,1940-10-03 00:00:00,4/4/2023 5:01,1940.0,10.0,3.0,-2147483648,89,102,37,328239523
2405,1100,Healthcare,Gan Zhongru,75,China,Pharmaceuticals,Healthcare,China,True,D,M,1948-07-01 00:00:00,4/4/2023 5:01,1948.0,7.0,1.0,-2147483648,51,101,60,1397715000
2405,1100,Fashion & Retail,Rahul Gautam,71,India,Mattresses,Fashion & Retail,India,False,D,M,1952-11-18 00:00:00,4/4/2023 5:01,1952.0,11.0,18.0,-2147483648,29,113,50,1366417754
2405,1100,Finance & Investments,David Golub,61,United States,Private equity,Finance & Investments,United States,True,E,M,1962-04-16 00:00:00,4/4/2023 5:01,1962.0,4.0,16.0,-2147483648,89,102,37,328239523
2405,1100,Real Estate,Pavel Golubkov,47,Russia,"Building, development",Real Estate,Russia,True,N,M,1976-03-13 00:00:00,4/4/2023 5:01,1976.0,3.0,13.0,-2147483648,82,103,47,144373535
2405,1100,Fashion & Retail,Cristina Green,61,United Kingdom,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,60,102,31,66834405
2405,1100,Fashion & Retail,Philip Green,61,United Kingdom,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,60,102,31,66834405
2405,1100,Energy,Said Gutseriev,35,United Kingdom,"Retail, investments",Energy,Russia,False,R,M,1988-04-18 00:00:00,4/4/2023 5:01,1988.0,4.0,18.0,-2147483648,60,102,31,66834405
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,EasyJet,Service,Cyprus,False,U,M,1960-01-11 00:00:00,4/4/2023 5:01,1960.0,1.0,11.0,-2147483648,68,103,44,38964
2405,1100,Food & Beverage,He Zuxun,58,China,Pig breeding,Food & Beverage,China,True,D,M,1965-10-28 00:00:00,4/4/2023 5:01,1965.0,10.0,28.0,-2147483648,51,101,60,1397715000
2405,1100,Finance & Investments,Christian Herz,61,Germany,Coffee,Finance & Investments,Germany,False,E,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,71,104,49,83132799
